,ID,timestamp,mood,arousal,valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_day-1,mood_day-2,next_mood
0,AS14.01,2014-03-21 00:00:00,5.0,0.0,0.0,0.0083333333333333,11.962999,0.0,0.0,31.834,0.0,0.0,0.0,0.0,0.0,0.0,136.829,0.0,0.0,0.0,0.0,5.0,5.0,6.2
1,AS14.01,2014-03-21 02:00:00,5.0,0.0,0.0,0.0,2341.498997,0.0,0.0,169.87600000000006,103.402,0.0,0.0,0.0,0.0,0.0,274.175,0.0,0.0,281.615,0.0,5.0,5.0,6.2
2,AS14.01,2014-03-21 04:00:00,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.2
3,AS14.01,2014-03-21 06:00:00,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.2
4,AS14.01,2014-03-21 08:00:00,6.0,-1.0,0.0,0.0256410256410256,840.4509949999999,0.0,0.0,166.49099999999993,212.694,0.0,0.0,0.0,0.0,38.16,421.82,0.0,0.0,0.0,0.0,6.0,6.0,6.2
5,AS14.01,2014-03-21 10:00:00,6.0,0.0,0.0,0.0483870967741935,4889.068994,0.0,0.0,570.1080000000001,2294.691,573.885,18.196,0.0,62.281,68.81700000000001,1034.3500000000001,76.31500000000001,0.0,70.217,0.0,6.0,6.0,6.2
6,AS14.01,2014-03-21 12:00:00,6.0,0.0,0.0,0.0916666666666667,2017.8329890000005,1.0,0.0,251.068,804.345,117.484,0.0,0.0,0.0,2.043,584.246,245.88,0.0,12.063,0.0,6.0,6.0,6.2
7,AS14.01,2014-03-21 14:00:00,7.0,1.0,1.0,0.725,3433.0279899999996,3.0,0.0,672.9439999999997,612.65,245.669,0.0,0.0,0.0,10.111,1539.1319999999998,593.2500000000002,0.0,90.505,0.0,7.0,7.0,6.2
8,AS14.01,2014-03-21 16:00:00,7.0,1.0,1.0,0.130081300813008,893.5369900000001,1.0,0.0,81.494,520.69,33.274,0.0,0.0,0.0,0.0,263.879,0.0,0.0,65.431,0.0,7.0,7.0,6.2
9,AS14.01,2014-03-21 18:00:00,6.0,0.0,0.0,0.134453781512605,2569.583999,0.0,0.0,937.4810000000001,1254.6499999999999,0.0,0.0,0.0,0.0,109.584,188.844,0.0,0.0,78.923,0.0,6.0,6.0,6.2
10,AS14.01,2014-03-21 20:00:00,6.0,1.0,0.0,0.100840336134454,981.9429909999999,1.0,0.0,257.922,477.76800000000003,37.144,31.348000000000003,0.0,109.925,11.036,65.225,0.0,0.0,0.0,0.0,6.0,6.0,6.2
11,AS14.01,2014-03-21 22:00:00,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.2
12,AS14.01,2014-03-22 00:00:00,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,6.0,6.4
